CUSTOMER_REVIEW,CELEBRITY_REACH,COMPETETION,INNOVATION,QUALITY,TRANSPARENCY,COMMUNICATION,TARGET_GROUP,FREQUENT_REMINDERS,IMPACT_RATE,DESCISION_MAKING
4,1,55,1,6,1,4,37,1,51.96875,1
5,1,71,4,7,5,2,59,3,69.5195,1
8,1,32,3,10,5,2,18,2,27.1675,0
3,0,52,5,8,3,6,67,2,73.4155,1
1,0,5,2,6,3,5,15,4,25.7365,0
9,1,30,9,8,5,2,99,2,65.10625,1
6,2,79,3,1,3,6,55,4,77.07225,1
9,1,2,6,9,2,5,81,5,50.17625,1
6,1,43,9,5,4,4,53,3,54.0125,1
7,2,93,10,7,3,6,15,1,58.56875,1
5,1,88,3,8,3,1,35,1,60.49525,1
10,1,80,7,9,1,2,61,4,68.01825,1
10,0,15,2,5,4,3,73,3,48.651,0
3,1,13,6,3,4,4,12,2,20.78,0
5,1,77,4,7,4,5,71,3,84.3945,1
2,0,30,7,10,4,4,68,1,59.44025,1
7,0,35,4,4,4,6,19,4,39.329,0
9,0,10,3,6,1,4,34,3,26.735,0
9,0,11,1,2,1,3,38,1,25.61625,0
6,0,95,2,8,5,3,11,3,59.29425,1
7,1,78,6,8,3,5,73,5,84.644,1
8,1,11,8,10,1,2,37,5,24.8165,0
2,2,22,6,3,2,2,48,1,36.93675,0
9,1,97,5,4,1,5,62,3,83.185,1
6,0,22,1,3,1,1,67,2,44.853,0
7,1,12,8,1,2,5,2,2,11.73025,0
1,1,21,2,3,2,1,21,4,25.701,0
4,0,61,3,1,2,1,43,2,52.58825,1
4,1,47,10,8,5,2,92,1,72.578,1
9,0,32,5,6,2,6,55,3,52.578,1
9,2,54,10,7,1,6,68,3,65.7685,1
5,1,1,3,7,2,5,9,3,14.83825,0
10,2,5,3,3,2,3,5,5,6.37275,0
1,0,87,6,8,3,1,100,3,98.421,1
4,2,15,6,10,5,1,64,5,44.32225,0
3,2,81,9,7,4,6,96,4,101.2985,1
7,0,74,4,6,5,3,73,1,77.99225,1
8,1,45,10,4,5,6,95,5,81.26,1
6,0,63,4,8,1,4,37,2,55.25475,1
10,0,81,7,8,5,2,27,2,53.1,1
4,0,31,3,9,5,5,29,5,45.32225,0
1,0,34,8,7,4,4,56,3,56.83,1
4,0,8,9,7,3,2,40,1,26.7205,0
2,1,1,6,9,1,2,33,5,23.30675,0
5,1,98,7,8,2,5,45,2,77.97425,1
4,2,39,9,3,4,3,71,5,61.18925,1
7,0,75,8,6,2,4,2,1,40.546,0
10,1,19,8,1,5,4,37,5,33.10275,0
3,2,71,7,2,5,5,6,4,48.53275,0
10,1,13,6,8,1,1,46,4,26.194,0
9,1,78,9,2,3,3,31,1,52.09675,1
10,2,28,4,10,5,2,1,2,13.5895,0
1,0,10,1,3,3,6,61,2,52.40425,1
10,0,97,2,7,1,6,95,3,103.8835,1
1,1,6,9,3,4,2,32,1,23.302,0
5,0,98,10,8,3,4,53,1,79.89175,1
5,2,28,5,4,3,6,34,4,42.397,0
3,0,11,3,7,3,3,12,5,21.6945,0
9,1,94,10,4,1,2,39,4,62.5685,1
4,2,96,9,10,4,2,63,4,82.31375,1
9,0,69,10,4,5,2,4,2,34.8195,0
9,0,52,3,10,2,5,29,1,46.1265,0
4,0,27,5,9,4,1,95,3,65.85925,1
2,2,43,6,10,4,4,62,2,61.75625,1
3,0,70,10,8,1,6,23,4,57.86825,1
7,2,76,1,4,4,6,35,5,67.0345,1
3,2,33,10,5,1,3,48,2,42.65275,0
3,2,64,5,9,4,2,49,4,61.68175,1
5,0,2,9,9,4,6,32,5,31.76275,0
1,2,26,5,10,3,3,9,4,26.0295,0
9,1,10,10,1,2,1,64,3,32.63075,0
10,0,77,7,9,5,3,99,4,92.25825,1
5,2,70,1,9,5,3,18,2,49.50075,0
9,0,96,1,6,1,1,10,1,48.025,0
5,2,29,1,1,5,4,94,2,70.238,1
8,1,37,6,9,1,5,47,1,46.30325,0
6,1,83,5,6,3,6,4,5,54.43075,1
8,1,46,7,2,5,2,95,3,72.1185,1
9,0,68,2,6,2,3,5,3,38.38625,0
5,0,46,10,7,2,4,80,5,71.2275,1
6,1,33,4,2,5,1,79,3,58.0035,1
4,1,7,8,8,4,1,7,2,8.0265,0
7,1,82,8,2,4,4,14,2,50.855,1
3,0,55,8,1,4,5,6,2,40.03175,0
10,1,98,1,7,1,3,17,3,56.89875,1
2,0,29,10,2,1,3,79,1,58.27825,1
3,1,10,9,5,5,6,6,5,23.0255,0
1,0,90,1,8,2,2,95,5,101.851,1
6,2,72,8,4,1,5,34,3,57.2965,1
5,1,16,10,3,5,2,90,2,56.01525,1
2,2,14,2,2,5,1,75,1,48.1725,0
9,0,10,4,9,2,5,94,5,62.2955,1
9,2,96,2,8,5,5,41,2,74.50275,1
6,2,34,2,1,3,3,98,1,69.15375,1
4,2,14,4,7,1,4,64,1,44.53325,0
9,1,14,6,8,4,2,54,1,33.6195,0
8,0,90,9,1,2,5,77,1,86.8565,1
5,2,66,5,4,2,1,55,2,58.2425,1
2,2,54,4,4,4,6,59,3,70.438,1
8,0,63,4,10,5,5,73,3,78.37975,1
10,0,83,2,1,1,5,45,2,67.5915,1
5,0,11,8,7,1,4,78,3,51.75625,1
2,2,4,7,8,1,6,92,3,60.95725,1
4,1,54,10,7,2,3,97,2,79.155,1
2,2,24,1,7,2,6,28,5,41.511,0
2,1,15,4,9,4,4,58,2,47.72675,0
2,2,68,9,10,3,3,99,2,88.99575,1
4,1,47,3,4,5,2,23,5,41.72975,0
2,1,29,2,6,2,6,92,3,75.896,1
10,0,18,1,1,2,3,9,3,15.35,0
1,0,34,4,3,2,5,56,2,57.472,1
10,1,59,10,6,4,1,78,2,63.8495,1
3,0,86,6,6,1,4,39,1,68.05175,1
3,0,55,1,3,2,5,81,2,79.752,1
3,2,92,1,6,4,2,50,2,74.8725,1
9,2,6,1,7,4,5,79,2,50.49025,1
9,1,8,3,9,4,6,27,5,29.727,0
6,1,80,4,7,2,2,11,5,47.6125,0
8,0,75,2,4,1,6,26,2,58.14425,1
9,2,50,6,2,2,2,69,3,56.96425,1
7,0,36,10,2,1,5,61,1,52.64225,1
7,0,96,6,10,1,5,45,4,77.77325,1
5,1,53,4,1,5,2,20,5,41.533,0
8,0,20,8,1,2,4,6,3,16.37925,0
3,0,18,8,9,4,6,60,5,55.814,1
5,0,53,9,3,2,1,52,2,50.9995,1
1,2,67,6,2,4,3,46,4,64.1215,1
3,0,24,3,7,4,1,86,3,60.93875,1
5,1,68,1,6,1,6,34,2,60.97675,1
10,2,33,4,7,4,6,16,1,30.5265,0
10,1,75,6,1,5,1,81,5,76.72625,1
9,0,33,1,3,3,1,22,5,28.269,0
10,1,96,3,3,3,4,69,2,84.49475,1
2,0,78,1,5,4,2,39,5,67.432,1
4,1,52,2,3,4,2,84,4,74.291,1
7,2,8,2,5,4,1,53,3,31.135,0
6,2,4,3,9,1,1,21,5,13.109,0
3,2,28,5,5,4,6,97,2,75.84375,1
2,2,70,9,7,5,1,87,4,82.0325,1
8,1,2,8,5,2,6,50,2,33.6365,0
3,1,8,9,8,2,6,100,2,66.46925,1
7,2,5,10,8,4,6,13,5,19.4165,0
2,2,11,4,10,3,1,65,5,43.70475,0
1,0,26,4,2,4,5,66,3,60.91975,1
4,0,68,9,5,2,2,25,2,47.489,0
4,1,21,1,4,2,2,73,4,52.75325,1
5,0,15,6,3,3,1,28,3,22.85975,0
6,1,54,3,9,5,5,87,2,81.35775,1
10,1,10,8,5,5,5,62,1,41.2695,0
7,2,22,5,5,1,6,35,3,36.30975,0
5,0,60,9,6,3,5,53,4,66.2825,1
8,2,12,5,5,2,2,17,4,14.2205,0
7,0,46,4,4,2,3,64,5,60.63175,1
4,1,79,10,10,3,6,81,3,91.31,1
2,2,91,1,3,4,5,51,4,83.42775,1
6,2,61,4,1,2,5,10,1,39.633,0
8,1,52,1,9,5,4,23,2,44.16925,0
3,0,3,4,9,5,1,96,4,57.52225,1
2,1,77,7,9,4,2,20,2,52.494,1
7,1,32,10,3,3,4,4,2,20.53475,0
6,0,51,7,10,1,5,49,3,58.007,1
4,2,48,2,9,3,5,2,5,36.46075,0
9,2,1,6,5,2,6,4,5,10.61875,0
2,2,34,8,10,2,6,47,5,54.3365,1
7,1,100,7,9,4,2,72,3,87.104,1
10,2,2,1,6,1,3,74,5,40.86675,0
4,1,9,4,1,5,5,67,2,49.72575,0
4,1,25,3,7,4,3,20,2,29.135,0
9,1,27,6,1,5,4,16,4,26.73,0
7,0,96,1,1,4,1,3,2,48.33725,0
9,1,8,7,2,5,5,75,4,50.10775,1
6,1,5,1,3,3,5,38,4,32.5275,0
7,2,60,5,2,2,5,30,5,51.6455,1
3,0,22,5,4,4,1,22,4,26.691,0
10,1,77,2,10,2,1,6,1,36.052,0
1,0,49,1,1,5,6,37,5,62.233,1
8,2,25,4,4,3,5,59,2,48.00425,0
8,1,26,7,2,1,4,63,1,45.8795,0
8,0,18,8,10,3,4,97,1,62.778,1
7,1,50,9,6,4,3,8,2,30.48025,0
1,1,90,8,6,2,2,96,1,95.8245,1
7,2,29,3,7,2,2,5,5,18.6455,0
9,2,56,9,10,5,2,30,2,41.2285,0
3,2,15,3,10,5,3,59,4,47.05025,0
4,0,80,4,7,4,1,51,4,69.33825,1
6,2,6,7,1,5,2,76,4,44.474,0
8,1,60,8,8,2,3,40,1,49.31775,0
3,0,22,9,8,3,5,30,2,36.5215,0
7,0,76,5,2,4,4,36,2,61.231,1
6,1,97,8,8,3,4,27,5,67.991,1
8,1,75,10,7,5,3,96,4,89.21775,1
5,1,34,7,1,1,2,39,2,36.039,0
3,1,4,6,4,1,5,90,4,58.455,1
7,1,49,2,7,5,6,9,4,41.664,0
2,2,37,5,1,1,5,33,2,43.00625,0
6,1,42,1,7,5,5,57,3,61.25975,1
8,1,39,6,1,4,4,6,1,25.02875,0
1,1,64,1,4,4,1,70,1,71.13775,1
7,2,6,3,4,3,4,65,5,43.31,0
3,0,7,1,2,2,6,8,5,23.47325,0
1,2,95,6,1,1,3,25,3,63.57125,1
3,1,100,5,8,2,3,19,4,64.96075,1
6,0,35,3,4,2,4,64,5,58.6635,1
1,0,99,7,5,3,4,29,2,72.531,1
1,2,93,6,9,5,1,67,3,83.93475,1
8,1,70,8,10,4,6,45,2,65.73425,1
5,1,58,2,4,4,4,4,4,39.5235,0
10,1,89,4,6,1,5,96,5,98.258,1
2,1,68,6,1,3,4,57,2,70.167,1
2,2,66,1,3,2,2,89,5,83.88,1
6,1,13,8,2,3,3,96,5,60.437,1
8,1,15,7,9,1,1,87,5,50.556,1
6,1,41,9,8,2,3,21,4,34.07675,0
10,2,60,5,10,2,3,58,3,58.81575,1
2,1,51,6,7,1,5,85,4,79.58275,1
1,0,6,9,6,2,5,79,3,55.5795,1
7,2,52,2,9,3,5,61,2,64.0605,1
5,1,29,6,7,4,5,32,3,40.6495,0
2,2,61,1,3,3,2,22,2,45.24925,0
3,1,11,5,2,2,4,36,4,32.511,0
6,0,14,6,9,2,5,63,1,46.85725,0
8,1,14,7,4,2,6,56,1,41.871,0
4,1,67,10,3,5,2,42,4,58.02275,1
5,2,14,3,3,5,6,20,5,31.19775,0
4,2,20,3,1,2,5,58,4,49.0865,0
6,0,66,3,2,5,6,9,2,49.01425,0
10,0,61,10,9,5,4,54,4,62.6015,1
10,2,3,2,2,4,2,89,3,46.68575,0
1,1,67,6,6,5,2,90,4,86.88525,1
10,1,17,7,2,2,6,83,1,55.36775,1
1,0,17,6,7,1,5,31,2,35.60275,0
5,1,51,2,9,4,3,40,3,52.4675,1
8,1,94,4,9,3,5,72,3,90.159,1
5,2,88,4,5,1,5,8,1,52.139,1
3,2,10,6,5,4,6,82,2,59.168,1
4,2,18,10,6,3,3,96,2,61.0465,1
5,1,22,10,7,4,2,71,5,51.23875,1
7,2,12,1,1,4,3,56,3,38.73325,0
2,2,70,4,6,2,1,57,5,66.5565,1
3,2,66,10,8,4,2,11,3,40.53825,0
7,2,33,6,3,2,1,46,5,38.09375,0
5,2,56,5,8,1,2,53,2,54.4035,1
9,1,15,6,4,4,4,69,2,46.45575,0
2,0,40,1,1,2,2,19,4,36.1305,0
6,0,44,5,7,1,4,77,4,67.9485,1
6,2,29,3,8,1,6,88,2,68.079,1
5,1,8,2,6,5,1,91,4,54.9835,1
8,1,1,6,4,5,5,24,2,20.2275,0
7,1,46,6,7,2,4,98,1,76.04775,1
3,2,4,6,4,1,6,33,5,31.02625,0
8,0,74,4,1,4,3,77,4,80.21425,1
2,1,55,8,1,3,6,95,1,86.51775,1
10,0,13,7,5,5,4,40,1,30.42875,0
1,2,83,10,3,5,6,28,5,69.42525,1
2,0,36,7,3,5,6,98,2,82.7475,1
2,2,18,2,9,3,3,86,4,61.95975,1
6,2,17,8,10,1,6,36,4,35.76275,0
8,0,50,7,2,2,4,22,3,39.44975,0
2,2,60,6,9,5,2,76,4,74.94025,1
8,0,55,5,7,3,1,50,2,51.00175,1
9,0,40,1,8,3,6,100,4,82.6765,1
2,1,94,7,4,4,6,8,4,64.0545,1
8,2,68,10,5,5,5,36,4,58.01275,1
5,1,86,10,3,3,4,99,5,99.43425,1
5,0,14,6,9,2,4,62,2,45.759,0
7,2,87,5,4,5,4,85,5,93.25625,1
7,2,34,2,4,2,5,88,2,67.99275,1
5,0,96,1,10,1,2,41,1,69.9845,1
4,2,74,10,7,3,4,18,3,50.66775,1
10,1,63,10,3,4,5,93,3,82.61125,1
8,2,75,6,10,1,4,31,5,56.38175,1
5,1,59,8,1,1,3,35,1,47.022,0
4,2,62,9,10,2,6,49,2,64.48425,1
5,2,89,10,3,2,1,81,4,82.56975,1
10,2,76,4,8,1,6,89,3,88.336,1
5,2,74,8,2,4,6,98,1,94.64525,1
3,0,72,7,3,1,5,70,5,81.97625,1
7,0,35,10,10,2,6,99,1,75.764,1
10,2,81,4,4,1,4,9,1,42.94675,0
3,2,40,3,10,5,2,33,2,41.838,0
6,2,46,2,10,5,5,51,3,59.2115,1
9,1,6,9,10,3,2,89,2,47.25875,0
2,2,35,3,6,3,1,18,1,27.549,0
1,2,100,9,2,4,1,27,4,64.8185,1
3,2,40,3,1,4,4,91,3,75.00925,1
5,0,68,10,6,2,3,66,5,72.21775,1
7,1,11,5,9,4,4,33,4,30.11625,0
3,1,73,6,4,1,3,66,2,73.16275,1
7,0,75,4,4,3,1,37,1,53.7955,1
10,2,8,5,4,5,5,88,5,56.73475,1
8,1,1,3,5,1,6,16,5,18.782,0
6,2,8,8,3,3,2,73,1,40.01775,0
6,0,25,6,6,5,3,55,5,48.57225,0
3,1,35,2,4,2,3,7,5,28.83025,0
10,2,53,5,5,2,4,5,2,28.81475,0
10,2,19,4,4,5,3,93,4,59.75125,1
8,1,10,8,2,1,4,28,1,19.83125,0
5,2,31,2,4,3,4,78,3,62.3485,1
10,1,30,10,3,1,2,47,5,35.905,0
3,1,3,10,8,1,3,17,3,14.41875,0
4,1,30,8,6,2,6,25,4,39.07325,0
1,2,29,8,1,2,4,75,2,59.29775,1
10,2,19,8,9,5,6,69,1,50.9515,1
7,0,83,5,10,1,2,13,2,47.22425,0
3,2,4,8,1,3,6,96,3,62.4295,1
6,1,86,6,3,3,5,81,5,92.749,1
8,1,8,2,5,3,1,95,2,51.4555,1
3,1,2,8,8,2,3,33,4,24.342,0
5,0,7,10,6,3,6,49,2,39.136,0
10,2,87,5,2,3,1,23,2,48.185,0
6,2,75,10,1,5,1,32,4,51.6715,1
7,1,78,4,7,5,2,54,4,69.45675,1
9,0,53,5,7,1,5,67,5,67.6295,1
10,2,89,8,8,2,1,81,4,79.81125,1
8,0,43,9,2,1,2,78,1,57.7415,1
6,2,98,3,7,1,2,45,5,72.419,1
1,2,12,6,3,1,2,98,1,58.054,1
3,0,95,4,3,5,1,36,1,67.41675,1
9,2,77,7,7,4,4,23,2,51.515,1
4,0,38,9,4,5,3,47,1,47.93575,0
4,0,83,3,8,3,1,15,5,52.682,1
1,0,95,8,1,4,4,14,2,62.75425,1
5,0,20,5,5,4,1,27,2,25.25675,0
6,1,2,4,3,1,3,20,1,12.686,0
7,2,58,1,6,1,3,37,5,50.994,1
9,0,98,5,5,4,3,96,4,100.93075,1
10,1,53,7,1,2,5,63,4,62.3225,1
7,1,9,8,4,5,5,94,1,59.61325,1
1,2,14,8,7,2,4,2,4,16.7855,0
9,1,19,1,1,4,4,59,3,45.14675,0
3,0,37,7,4,3,2,74,1,59.19625,1
8,0,79,9,10,2,3,5,2,42.0325,0
10,2,68,1,9,1,5,59,1,66.3245,1
5,1,76,10,6,5,3,89,2,86.8015,1
9,2,57,6,9,3,1,9,3,28.80975,0
5,0,56,1,5,4,1,74,4,69.58425,1
8,2,69,10,1,5,2,8,3,36.1755,0
5,0,39,6,6,5,1,22,2,32.3225,0
5,0,49,6,1,2,2,5,1,26.86575,0
6,0,31,2,9,2,5,25,3,38.186,0
4,1,19,10,2,2,5,88,3,62.227,1
3,1,28,2,7,4,3,34,1,38.13525,0
1,1,81,6,9,3,1,80,4,85.1855,1
2,0,68,8,4,2,4,76,5,82.3435,1
8,1,46,4,9,1,2,75,1,59.1615,1
9,2,92,7,7,1,1,9,3,43.52975,0
7,2,91,1,5,4,3,52,2,74.2345,1
3,2,12,6,2,3,4,1,1,12.01675,0
10,0,90,9,3,3,6,24,1,61.0375,1
5,2,54,2,2,5,4,45,3,57.50775,1
3,1,18,2,2,2,6,94,1,68.7465,1
2,1,6,10,5,3,2,28,5,22.801,0
6,1,58,7,2,5,6,23,4,51.793,1
2,1,69,7,5,4,3,13,3,47.4805,0
8,2,33,1,2,5,4,65,2,54.88,1
6,0,71,3,9,2,4,5,4,45.30425,0
2,0,24,2,6,2,6,55,3,55.345,1
9,0,47,9,2,2,1,64,5,53.31575,1
5,0,44,3,6,3,6,74,5,74.2985,1
1,1,53,7,10,5,5,20,2,49.21,0
5,0,83,6,3,4,3,47,5,71.88775,1
1,1,23,10,4,3,2,33,3,32.62425,0
2,2,50,3,5,1,3,28,1,42.659,0
1,1,63,7,9,3,1,42,4,56.63025,1
2,0,48,5,7,3,3,77,2,70.8075,1
9,0,30,7,6,5,2,27,4,30.8005,0
2,0,4,8,10,2,1,83,5,49.5845,0
8,1,38,2,2,2,4,79,5,65.31975,1
1,2,4,9,5,4,5,3,5,16.36125,0
6,0,76,9,6,3,1,98,2,86.08975,1
6,1,2,7,4,5,6,80,3,53.903,1
7,1,55,2,7,4,3,82,4,74.9775,1
3,1,19,1,9,4,1,92,2,60.79175,1
6,0,62,8,10,1,2,73,2,68.0375,1
5,2,14,6,7,5,4,57,2,43.192,0
6,1,96,10,2,4,3,97,2,98.43675,1
9,2,84,1,1,5,2,42,1,61.33125,1
10,0,25,10,10,4,6,29,2,34.63975,0
7,2,53,8,4,3,2,18,1,32.478,0
9,2,68,8,3,3,5,60,4,68.4955,1
5,2,94,5,1,2,5,73,5,91.61775,1
4,0,60,5,4,2,4,23,5,50.45275,1
4,2,48,4,6,4,5,28,5,49.598,0
3,0,10,5,7,3,5,41,5,39.92875,0
8,0,73,6,3,4,4,26,3,54.43,1
8,2,46,1,10,3,6,23,4,44.94775,0
1,0,46,5,5,5,1,99,5,81.21975,1
9,0,80,2,1,5,3,21,2,53.1305,1
3,2,84,7,10,5,5,62,4,84.7465,1
6,0,50,2,6,2,3,65,1,61.6125,1
2,0,15,2,2,5,6,37,5,44.96875,0
3,2,97,5,7,5,1,74,4,88.678,1
2,2,39,1,5,1,4,69,5,64.51675,1
8,1,90,5,8,4,1,71,5,80.875,1
10,0,57,4,8,3,5,57,2,63.11225,1
2,0,41,7,1,4,3,81,3,69.61775,1
10,2,53,1,1,4,3,83,4,70.66675,1
10,1,61,9,4,5,3,69,1,64.50125,1
2,2,97,10,8,3,6,25,4,72.18925,1
3,2,71,3,9,4,1,42,3,59.074,1
6,2,61,10,10,1,1,99,2,76.28175,1
8,1,28,6,9,4,2,31,1,29.385,0
2,2,98,4,1,5,5,38,4,79.59525,1
10,0,47,9,4,1,4,55,1,50.781,1
4,1,84,1,3,1,5,21,2,60.15375,1
4,1,12,8,5,1,5,60,2,43.9185,0
9,1,60,2,2,4,2,66,5,65.4315,1
9,2,47,2,4,3,5,76,3,67.9165,1
5,0,96,6,6,5,6,82,5,103.85225,1
1,1,67,9,4,2,4,76,2,79.049,1
2,1,72,4,9,4,1,99,4,91.232,1
10,2,80,3,3,2,4,67,2,74.119,1
1,2,83,6,2,1,1,15,2,47.6515,0
5,0,40,2,4,5,5,12,3,38.11175,0
10,2,81,8,1,4,3,64,1,69.722,1
10,0,6,2,8,4,2,71,3,41.531,0
1,2,69,9,3,2,5,41,1,62.2335,1
1,0,67,4,10,1,4,55,3,71.5665,1
5,0,43,1,3,2,4,23,1,39.4665,0
2,0,13,3,7,3,6,52,1,47.50725,0
1,0,14,7,8,1,2,38,2,31.0705,0
8,2,26,5,2,1,1,57,3,37.48875,0
3,1,74,9,6,1,4,48,5,68.21775,1
5,1,93,7,3,3,4,45,5,75.82675,1
5,2,100,1,1,2,2,78,1,88.63375,1
6,1,72,7,7,5,3,69,3,75.59975,1
3,2,35,8,3,1,1,79,5,57.98175,1
10,1,55,2,9,4,2,57,4,57.72575,1
9,2,58,5,9,1,6,33,1,49.85225,0
2,1,33,3,2,4,6,68,3,66.03025,1
10,2,60,8,4,4,6,29,1,48.5245,0
9,0,24,10,4,5,3,72,5,52.93675,1
3,2,53,2,4,3,4,41,2,54.602,1
5,2,93,9,10,3,2,17,4,55.57975,1
3,0,8,10,2,5,3,35,1,27.60725,0
6,1,44,8,1,1,6,3,1,29.0375,0
4,1,100,6,1,2,2,96,5,101.2875,1
7,0,23,1,1,3,1,63,5,46.01,0
4,0,30,8,1,4,2,57,3,47.84825,0
10,1,99,1,7,3,2,13,3,54.5925,1
4,2,43,7,10,5,5,12,4,38.4835,0
5,1,25,6,2,5,2,41,5,38.48625,0
10,1,32,1,9,4,1,53,2,41.20725,0
8,1,82,1,3,4,3,89,1,88.12675,1
8,0,28,8,8,1,1,63,4,44.106,0
9,0,74,6,7,4,6,81,1,85.822,1
2,1,43,10,5,2,2,42,4,46.22925,0
9,0,93,7,10,1,3,10,4,51.97425,1
3,1,89,3,1,2,6,15,5,64.63825,1
3,0,53,6,1,1,6,40,1,56.45925,1
2,1,25,8,1,5,5,61,5,57.02325,1
6,2,93,2,9,5,6,70,1,91.997,1
5,1,87,7,5,1,6,42,2,72.20725,1
9,1,80,10,6,5,2,19,4,48.7205,0
8,1,73,10,9,1,3,9,4,40.67325,0
7,0,71,5,8,5,6,61,1,76.84775,1
9,0,58,1,9,3,2,55,2,57.89875,1
8,1,68,1,2,2,5,33,5,58.412,1
5,2,75,9,1,1,4,53,5,68.041,1
7,2,52,7,2,4,6,28,4,49.011,0
6,1,40,8,10,4,3,14,5,32.80575,0
9,2,1,6,6,1,4,50,1,26.2775,0
5,1,29,7,1,3,4,53,3,47.47825,0
3,2,34,2,3,5,6,27,1,43.1695,0
3,1,81,8,4,2,3,94,4,93.13675,1
10,1,26,6,4,1,1,69,2,42.19025,0
9,2,8,9,2,4,5,76,1,45.959,0
4,0,82,1,2,3,3,64,4,80.90275,1
8,1,51,2,6,4,1,66,3,58.713,1
8,1,87,10,5,5,6,64,1,82.34125,1
1,1,11,10,4,1,2,66,5,44.03875,0
6,2,17,10,3,4,2,75,2,46.2545,0
7,2,45,6,2,2,4,1,2,24.636,0
8,1,59,8,1,4,4,81,1,72.71975,1
9,0,49,4,3,4,2,21,5,37.38775,0
1,1,69,10,9,2,3,5,1,40.7255,0
2,2,64,1,9,3,4,49,3,66.5735,1
8,1,98,7,5,4,2,43,2,69.03875,1
2,0,20,1,4,1,6,56,4,54.04825,1
3,0,42,1,1,2,2,20,4,36.79525,0
3,2,70,6,1,2,5,13,5,50.4455,1
2,1,90,1,3,1,2,43,3,70.26075,1
7,2,1,7,6,3,4,59,2,34.47975,0
3,0,87,2,7,1,4,38,4,71.75125,1
6,2,28,3,5,1,4,26,2,30.8215,0
2,2,44,7,2,5,4,54,5,59.81675,1
10,0,89,4,4,4,5,49,2,74.49675,1
1,2,64,8,2,4,3,34,2,54.29175,1
10,0,58,9,5,5,3,93,1,76.5475,1
1,1,30,7,5,2,3,94,1,68.422,1
5,2,30,2,3,5,5,45,3,48.329,0
8,2,99,8,7,5,1,30,3,61.144,1
2,1,17,8,1,5,4,18,1,25.65775,0
1,2,9,2,5,1,2,96,5,60.24225,1
7,1,73,3,8,4,4,94,3,91.0065,1
1,1,43,3,10,5,6,33,1,53.771,1
10,0,49,8,1,5,3,63,5,59.6695,1
5,2,3,8,8,2,2,38,3,21.8665,0
1,0,96,6,10,1,4,55,5,86.40275,1
1,1,100,7,7,5,2,99,3,106.368,1
9,1,55,9,1,5,6,19,2,43.53425,0
6,2,8,4,10,2,4,53,3,37.064,0
1,1,62,5,1,3,6,21,4,55.7505,1
3,0,90,10,3,5,5,42,3,76.5435,1
5,2,96,2,1,5,3,79,3,92.865,1
4,1,94,2,1,3,3,80,1,91.1535,1
3,2,91,2,5,4,3,41,5,73.84025,1
2,0,12,2,10,1,6,73,1,57.1265,1
3,1,93,3,6,4,6,61,2,90.0765,1
9,0,98,7,5,2,4,12,3,56.85525,1
6,1,3,3,10,1,6,82,4,55.32625,1
6,1,36,4,10,3,1,18,5,29.11425,0
10,1,50,6,6,3,2,64,5,57.36225,1
2,2,95,9,6,3,4,54,4,81.8985,1
3,1,49,9,4,1,1,64,3,56.1385,1
5,2,99,1,2,3,4,70,1,89.24175,1
4,1,31,9,7,2,1,94,3,63.336,1
8,0,20,8,4,2,3,28,1,24.39,0
1,1,80,1,8,1,3,59,4,78.17775,1
4,2,24,5,5,2,4,30,4,34.273,0
6,1,95,9,1,3,2,33,3,62.959,1
4,2,30,1,10,4,1,35,5,37.34925,0
10,1,5,1,2,2,6,53,1,35.99225,0
1,2,55,9,6,1,6,54,3,65.66775,1
8,0,70,1,6,1,3,25,4,50.85125,1
6,0,3,8,7,4,1,88,4,48.7235,0
2,0,15,5,2,1,6,29,1,33.8385,0
4,1,17,9,9,3,4,81,2,56.662,1
8,1,81,5,8,5,2,24,2,52.83725,1
8,1,20,2,6,2,3,94,4,62.01775,1
1,1,61,3,5,1,6,19,3,53.14725,1
2,1,68,5,3,4,4,94,2,90.58425,1
5,0,56,2,10,4,1,18,5,41.80275,0
5,0,18,10,6,5,1,6,3,13.54875,0
6,0,16,9,10,2,4,48,5,40.23825,0
3,2,44,1,8,3,5,74,4,71.9335,1
1,1,89,2,2,3,5,29,2,70.12225,1
8,0,67,5,3,4,1,67,5,68.08475,1
5,0,46,2,6,4,1,66,5,61.27425,1
6,1,35,1,1,3,6,66,3,62.4765,1
4,1,66,7,2,1,5,78,1,78.192,1
8,2,89,5,1,5,1,6,5,45.66725,0
1,1,74,6,2,5,4,9,3,51.436,1
6,0,4,6,5,4,6,70,2,49.57625,0
4,1,39,4,5,1,2,35,5,41.00225,0
8,0,16,2,4,5,1,70,3,45.439,0
9,2,65,3,1,4,3,23,3,44.8225,0
5,0,28,9,7,1,1,1,5,14.85375,0
2,1,11,6,6,5,5,57,5,49.5425,0
1,1,5,2,4,1,4,69,2,47.19675,0
6,1,18,1,7,4,1,83,1,52.18325,1
7,1,9,5,8,5,1,21,1,14.662,0
10,2,1,5,10,3,3,100,2,52.205,1
7,1,78,3,4,3,4,39,5,65.30425,1
7,1,15,10,6,5,2,42,2,29.52575,0
9,2,88,10,9,5,3,59,4,74.835,1
1,0,88,9,2,2,6,49,3,80.987,1
1,0,2,9,6,1,1,91,2,49.634,0
6,0,54,9,10,2,1,84,5,70.49075,1
1,2,92,6,5,5,5,7,3,60.645,1
8,1,76,1,4,3,2,51,1,62.853,1
